Categoria,Medio,Fecha,Titulo,Resumen,ComentarioReaccion,TonoSentimiento
Frankenstein,El Financiero,2023-04-04 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,6
Frankenstein,El País,2022-08-26 00:00:00,GDT y su visión de Mary Shelley,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",10
Frankenstein,Twitter,2023-07-15 00:00:00,La tragedia del monstruo reimaginada,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,8
Frankenstein,Variety,2023-01-24 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,1
Frankenstein,Variety,2023-11-02 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,9
Frankenstein,BBC,2023-10-28 00:00:00,La tragedia del monstruo reimaginada,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,1
Frankenstein,El Financiero,2024-04-21 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,9
Frankenstein,BBC,2022-09-09 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,6
Frankenstein,Variety,2024-02-08 00:00:00,GDT y su visión de Mary Shelley,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,9
Frankenstein,El País,2023-10-08 00:00:00,La tragedia del monstruo reimaginada,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,8
Frankenstein,BBC,2022-11-24 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,1
Frankenstein,Variety,2023-06-18 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",10
Frankenstein,Reforma,2023-01-31 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,4
Frankenstein,Twitter,2023-09-16 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,4
Frankenstein,Variety,2024-02-27 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",7
Frankenstein,El Financiero,2022-11-07 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,7
Frankenstein,Reforma,2022-03-18 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,1
Frankenstein,El País,2023-06-21 00:00:00,La tragedia del monstruo reimaginada,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",8
Frankenstein,Reforma,2023-07-16 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,10
Frankenstein,El Financiero,2023-04-16 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,1
Frankenstein,Variety,2023-09-28 00:00:00,La tragedia del monstruo reimaginada,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,9
Frankenstein,BBC,2023-08-29 00:00:00,La tragedia del monstruo reimaginada,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,9
Frankenstein,Variety,2023-11-12 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,3
Frankenstein,El Financiero,2022-01-31 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,2
Frankenstein,Variety,2023-01-23 00:00:00,La tragedia del monstruo reimaginada,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",10
Frankenstein,Variety,2024-01-08 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",10
Frankenstein,El País,2022-12-13 00:00:00,La tragedia del monstruo reimaginada,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,1
Frankenstein,Twitter,2022-05-14 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,8
Frankenstein,El Financiero,2023-06-07 00:00:00,La tragedia del monstruo reimaginada,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,6
Frankenstein,Twitter,2023-12-16 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,7
Frankenstein,El Financiero,2023-02-06 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",1
Frankenstein,Variety,2023-04-06 00:00:00,La tragedia del monstruo reimaginada,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,6
Frankenstein,Twitter,2024-06-12 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",7
Frankenstein,Twitter,2023-04-12 00:00:00,La tragedia del monstruo reimaginada,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,7
Frankenstein,El País,2024-03-02 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,7
Frankenstein,BBC,2023-10-17 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,7
Frankenstein,El País,2022-05-19 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,2
Frankenstein,BBC,2022-08-03 00:00:00,La tragedia del monstruo reimaginada,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,7
Frankenstein,El País,2023-12-24 00:00:00,GDT y su visión de Mary Shelley,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",3
Frankenstein,Reforma,2022-12-15 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,4
Frankenstein,El País,2023-12-25 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",9
Frankenstein,Reforma,2023-01-31 00:00:00,La tragedia del monstruo reimaginada,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,1
Frankenstein,El País,2024-01-25 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,2
Frankenstein,Variety,2022-03-09 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,9
Frankenstein,Twitter,2022-03-11 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,7
Frankenstein,Variety,2023-09-15 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,6
Frankenstein,BBC,2024-01-04 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,5
Frankenstein,Twitter,2022-01-10 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,6
Frankenstein,BBC,2024-02-06 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,7
Frankenstein,El País,2023-06-06 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,4
Frankenstein,Variety,2023-07-21 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",1
Frankenstein,Reforma,2023-10-06 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,4
Frankenstein,Twitter,2023-08-11 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,9
Frankenstein,El Financiero,2024-01-06 00:00:00,GDT y su visión de Mary Shelley,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,8
Frankenstein,Reforma,2022-03-30 00:00:00,La tragedia del monstruo reimaginada,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,1
Frankenstein,BBC,2022-05-13 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",8
Frankenstein,BBC,2022-06-22 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,7
Frankenstein,El Financiero,2022-08-14 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,9
Frankenstein,Twitter,2022-11-16 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,[Actor 1] entrega una actuación desgarradora.,[Actor 1] entrega una actuación desgarradora.,7
Frankenstein,El Financiero,2023-03-21 00:00:00,GDT y su visión de Mary Shelley,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,10
Frankenstein,Twitter,2023-03-31 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,8
Frankenstein,Reforma,2022-01-16 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,5
Frankenstein,BBC,2023-07-05 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",2
Frankenstein,Twitter,2023-05-05 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,5
Frankenstein,Reforma,2022-12-26 00:00:00,GDT y su visión de Mary Shelley,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,10
Frankenstein,El Financiero,2024-02-29 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,1
Frankenstein,El País,2023-08-23 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Se presentó en el festival de Venecia con una ovación de pie.,Se presentó en el festival de Venecia con una ovación de pie.,3
Frankenstein,BBC,2022-11-27 00:00:00,GDT y su visión de Mary Shelley,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,Guillermo del Toro logra capturar el dolor y la soledad del monstruo.,5
Frankenstein,El País,2023-07-15 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"Es un clásico instantáneo, aunque un poco lenta.","Es un clásico instantáneo, aunque un poco lenta.",6
Frankenstein,Variety,2022-05-14 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",9
Frankenstein,Reforma,2022-01-19 00:00:00,La tragedia del monstruo reimaginada,"La estética gótica es sublime, puro cine de arte.","La estética gótica es sublime, puro cine de arte.",7
Frankenstein,Twitter,2022-04-12 00:00:00,GDT y su visión de Mary Shelley,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,10
Frankenstein,Twitter,2022-07-18 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,10
Frankenstein,Variety,2022-06-02 00:00:00,Frankenstein en Venecia: ¿Obra maestra?,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,6
Frankenstein,El País,2022-04-12 00:00:00,La tragedia del monstruo reimaginada,El maquillaje y el vestuario son impresionantes en esta adaptación.,El maquillaje y el vestuario son impresionantes en esta adaptación.,10
Frankenstein,Reforma,2022-12-19 00:00:00,GDT y su visión de Mary Shelley,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,4
Frankenstein,Twitter,2022-05-23 00:00:00,Crítica: El nuevo Frankenstein de Guillermo del Toro,Una obra maestra visual que redefine el terror.,Una obra maestra visual que redefine el terror.,2
